"Username","Date","Rating","Comment","Link"
"Captcha Neon",8/16/2017 5:16:59 PM,"none","*I will stick to Aldi's where the cart is extremely overfilled with tons of meat, veggies and everything in between to feed a family of 3 for a full month, I pay $140/month. Those subscription services are ridiculous.*","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxEFevRLEE3A_cAMeZ4AaABAg"
"James Ken",8/16/2017 2:18:20 PM,"none","I can't imagine all the waste of material just to send you all this stuff.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwvyLBtPiML_tWbAjl4AaABAg"
"Tim Peters",8/13/2017 8:12:57 PM,"none","so helpful, thank you!!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxikBfJHPhBEVHDQYV4AaABAg"
"Jessica Keever",8/13/2017 4:58:54 PM,"none","Perfect. Thank you!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz-MBzLJqQy6_58fmN4AaABAg"
"Maxim Korol",8/13/2017 12:29:42 AM,"none","In Ukraine you can live off 100$ a month on food as everything is much cheaper","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxD9l0IOq15Zyd0h0Z4AaABAg"
"ra71myo",8/11/2017 11:05:53 AM,"none","this guy sold me on this thing.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzuwtwYxmpav0gnznV4AaABAg"
"Cupid Betty",8/11/2017 1:47:28 AM,"none","His assessment is exactly right. These services are for busy professionals who have the money to use these. Of course anyone can use them but realistically, there comes a a point where the price outweighs the product. I considered a service like Blue Apron cause I wanted less food waste and to be more experimental but this convinces me not to. I would probably use it to try out some recipes every once in a while without having to commit to large portions you get at the store but I'll think I'll stick to grocery shopping otherwise.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugy-58tYzg8smv5ULgd4AaABAg"
"Cady544",8/10/2017 1:54:35 PM,"none","camera bad man :(","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxVrfKooutSAk_upA14AaABAg"
"WintaFresh",8/9/2017 5:53:51 PM,"none","How weird the time it says on the stove is the time right now.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx30CuTomvbNlPQcdh4AaABAg"
"Danandbands",8/8/2017 3:44:53 PM,"none","This is really interesting, my only concern would be vegetarian options and having a picky eater in the house, do you chose the meals or are they pre chosen for the week","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugyw-QeGqC_ZVrPYu1Z4AaABAg"
"weez",8/5/2017 5:49:38 AM,"none","peak america is ordering food you have to cook for a premium price","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyjHsosCjRiMQoxQod4AaABAg"
"rae rae",7/31/2017 6:39:00 AM,"none","I was also cooking at 2am 😂😂","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiTdfdt4nXAfXgCoAEC"
"bigmac",7/30/2017 11:19:35 PM,"none","Great vid!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggWAamNj5-HF3gCoAEC"
"Samantha Marler",7/28/2017 8:27:24 PM,"none","thank you. I will stick with hellofresh","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggO4U4uYjsJFXgCoAEC"
"jgcane",7/24/2017 4:14:41 AM,"none","This was insightful.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjSjagl3IfxCXgCoAEC"
"Happy makeup lover",7/20/2017 10:31:47 PM,"none","awesome you just saved me some money","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugi7tSOYLg9ppXgCoAEC"
"spyralspyder",7/20/2017 8:56:10 AM,"none","You are saving -100 dollars... Learn to cook.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiXzUl9XayE43gCoAEC"
"Maria Morales",7/20/2017 4:43:16 AM,"none","THANK YOU SO MUCH, my thoughts exactly!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghvuHCHA18rhHgCoAEC"
"J Kam",7/18/2017 6:17:39 PM,"none","reason I stopped Blueapron. at first the recipes were good with mixing it up. then eventually it was the same old sides and mains switched around. by that, 1 day-pan seared fish with fried rice. 2nd- seared chicken with fried rice. 3rd seared chicken with sweet potatoes. and a million sweet potatoes. it got so boring. then eventually 90% of the time some important ingredient was missing. I sometimes could go with out it, but others I had to drive to the store to get it. I must've wrote them 8 times to tell them. still wrong. I stopped","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggGXZGLN4Qos3gCoAEC"
"ho frankie Frankieho",7/18/2017 12:55:14 AM,"none","Will it work?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugj9z58OZ5Y0n3gCoAEC"
"Shawn",7/14/2017 5:25:31 PM,"none","This company is pointless, Amazon will be delivering from Whole Foods soon, same thing as Blue Apron and much fresher.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggsP8ZMbV5To3gCoAEC"
"Joann Cragle",7/12/2017 3:39:02 PM,"none","glad you did this I always Wonder the difference between the two love your show","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugho5_bQ8hd6hHgCoAEC"
"Chris Kuchnicki",7/10/2017 12:37:00 AM,"none","No leftovers, perfect portions are kinda the point for Blue Apron.  It was initially made for people who are cooking for one or two and who would buy food in bulk, only to have it spoil in the fridge (like me)  I love Blue Apron, but I think I'll give Hello Fresh a try based on your review.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjTaOjkNL8p7XgCoAEC"
"Nathan Ambriz",7/7/2017 9:58:34 PM,"none","Hello fresh looks awesome!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg2ry2-1-b8g3gCoAEC"
"mattandtish1",7/2/2017 2:35:00 PM,"none","I just ordered both and I agree with Hello Fresh is slightly better.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugj14NIKSXDDQHgCoAEC"
"Liz Czak",7/2/2017 11:49:28 AM,"none","We like Blue Apron because of the interesting recipes that have introduced us to new foods, spices, ethnic cuisine. The portions are fine for us. I can make that standard penne recipe on my own. Trying the Blue Apron recipes has opened up a whole new world of food enjoyment. We keep the cards and recreate our favorites.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiQEuzCP9FDYngCoAEC"
"James Green",6/29/2017 10:34:26 PM,"none","Hi I love your deals there so tidy you tell us the I formation we know","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghQMjR7gNG_YngCoAEC"
"PrepSealer.com",6/27/2017 4:03:18 PM,"none","I had tried the Blue apron meal for my family but it was very disappointing! not only the portion were small, the amount of plastics packages and boxes got created so many garbage!! Also it took more time to cook because you have to read the recipes and separate the ingredients that you are familiar with and didn't give me satisfied meal for that money I spent","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghNRFpDOoX8E3gCoAEC"
"James Sessions",6/26/2017 12:17:55 AM,"none","How would you compare these two companies to Wildtree Meal Prep?  Specifically Freezer Meal Workshops.  Thank you!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghIX95BaRgASHgCoAEC"
"JP Truth",6/24/2017 7:51:32 PM,"none","would so bang the crap out of holly","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjYBeTxwXeicXgCoAEC"
"jwathas",6/23/2017 7:30:38 PM,"none","HelloFresh hands down!!!  We've been with them for about 2-3 months now and we have loved every single meal.  We were with Blue Apron for about a month or so prior to switching to HelloFresh, but the meals that they offered weren't really our style or taste.  They were actually kind of out there (squid ink pasta, for example, was one...yuck).  On top of that, during our final week with Blue Apron, we received a totally bruised, spoiled squash that couldn't be used.  The produce and meats that HelloFresh sends are always extremely fresh and top quality.  We have referred soooo many friends and family as well as my husband's co-workers to sign up for HelloFresh through free weeks that we've given them and every single one of them has raved about it and continued their subscriptions!  We have also found HelloFresh's customer service to be top-notch.  One week, we had a meal that came with zucchini and the zucchini that we received was a bit on the small side, so I contacted them and what did they do???  They applied a full credit to our account so that our next week was free, all for a zucchini that we could have easily replaced for about a dollar!  Amazing!  One last thing that HelloFresh has over Blue Apron is the packaging.  With HelloFresh, the meals come very well organized in their own little boxes, making it much easier to fit them in the refrigerator.  Blue Apron just threw everything all in one big box and it was incredibly unorganized!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjeSEyu4-q2eXgCoAEC"
"Grey Tiger",6/21/2017 3:50:44 AM,"none","lol you are funny. love the content","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg7akjLpNm0_HgCoAEC"
"Alexander Ratliff",6/21/2017 12:45:12 AM,"none","Let her loose up and down them aisles Matt! Very accurate review.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh3adCr5tXWT3gCoAEC"
"alphasxsignal",6/20/2017 12:48:52 AM,"none","Americans eat to much. DUH","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjORbK_1-OKa3gCoAEC"
"alphasxsignal",6/20/2017 12:47:20 AM,"none","I would use Shipt and they pick up from your local food stores.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugj3MUpuDiD5SngCoAEC"
"Jeanette Lynn",6/15/2017 5:12:59 PM,"none","Please please let me do your makeup.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghHxivwBnxyr3gCoAEC"
"TheFettuck",6/14/2017 2:58:19 PM,"none","Both of these boxes don't seem to come with any condiments, which kind of defeats the purpose of ever buying these boxes.

They should include EVERYTHING to prepare all the meals. But we still need to buy condiments separate for some reason?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Uggy9QKqll9fQHgCoAEC"
"Vicky L.",6/14/2017 1:11:33 AM,"none","Thanks for the informative video!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggN3yDQFDYM6XgCoAEC"
"abcya12",6/8/2017 3:16:44 AM,"none","Well done! This is what an excellent YT video looks like folks. This is what I got, these are the facts, these are my opinions, conclusion, done.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjJEdNNVynkE3gCoAEC"
"Michaela Gillan",6/7/2017 3:44:37 PM,"none","Matt, that was awesome and great to know about blue apron. We do not get this option where I live but it might come out here one day.💕","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghhFYCRipzmengCoAEC"
"Paola Esquivel",6/7/2017 1:50:34 PM,"none","I love this guy 😂","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghyzuiL7etBL3gCoAEC"
"Margaret Gardner",6/4/2017 7:59:40 PM,"none","waaaaaaait..... Holly Giangrecco... Are y'all from Cleveland?! (I don't watch early morning news, or TV at all for that matter but I thimk I hear Holly on the radio...)","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugj3RFYGQmgjK3gCoAEC"
"Bunne Wisniewski",6/2/2017 8:21:31 PM,"none","My kids are only 4 and 2 and they would still be hungry after blue apron lol. I've considered trying Hello Fresh just to get some new meals in our rotations though","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggmgfWHHB-43HgCoAEC"
"Becca P",6/2/2017 6:38:13 AM,"none","Great review. Thanks again Mr. Granite.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjxQdHSziTi2XgCoAEC"
"fady siawi",6/2/2017 1:27:44 AM,"none","it doesn't make sense to me since i can go shopping and get anything i want for cheaper","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg052yCkzbtSngCoAEC"
"Social Bluebook",5/24/2017 6:53:07 PM,"none","Thanks for the great review of Blue Apron and Hello Fresh, was wondering how they compared.  Keep up the great reviews.    Thanks from the Social Bluebook Team.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggCXyPmPyHnJ3gCoAEC"
"Blondifull Life",5/22/2017 10:44:45 PM,"none","Thanks!!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghKzDbKArcgjXgCoAEC"
"Mika Mika",5/22/2017 4:06:31 PM,"none","Very different to Australian hello fresh.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugij-tBHljjDH3gCoAEC"
"Nikki Meadows",5/21/2017 1:41:56 AM,"none","Just ordered hello fresh because of you lol","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiNUee_wcyJj3gCoAEC"
"Jacob Rindfleisch",5/20/2017 4:45:43 AM,"none","Well a lot of people have priced these out and this would actually be cheaper for you for a few reasons. One is that when you go to the store you tend to buy more than you need and thus wasting. Also, with the food presented to you in bulk at the store, you tend to buy more. That being said, you still need to go to the store but at the very least, you have three dinners ready for you and with possible leftovers. I'd say it's worth it. I already spend like 100-120 a week at the grocery store. So I spend 60 on dinners and then get some bread and other essentials. It would probably be the same or less and I'd have actual meals.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ughn4YxkNcGCvXgCoAEC"
"Gail",5/19/2017 1:44:42 AM,"none","Hello fresh looks so organize and easier.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghMhzvy4SrsQXgCoAEC"
"terese lapree",5/16/2017 6:08:45 AM,"none","Great. Compareson on hello fresh and blue apron!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggK4eMt5rlL5HgCoAEC"
"Kristin Astle",5/13/2017 1:56:12 PM,"none","I have always wondered about these services. This is just what I needed. Thanks!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ughk5DjiLvu2uXgCoAEC"
"Tracey Demers",5/12/2017 9:05:29 PM,"none","good information","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghV2MTBL8UWcHgCoAEC"
"rwaldron32596",5/12/2017 4:46:51 AM,"none","Omg! I should've watched this video before I place my order with blue apron 😩","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ughf5Z5jjhm9QngCoAEC"
"Chantelle Ricci",5/10/2017 2:24:44 PM,"none","Tried ""HomeFresh"" (not HelloFresh) last week... For our family of 5, we had left overs, BUT...the foods were not that ""delicious"" not tasty to my 3 kiddos, and as far as complicated steps? Just ridiculous. I'm not an idiot in the kitchen, but the amount of pan fry this, remove, then pan fry this, remove, put both back, pan fry together, remove, put in oven, bake, take scraps from pan & create ""au jus"" yadda... On & on... 
I mean... 
AND EVERYTHING was tossed inside, not organized properly. I didn't even know I had ""cards"" they were UNDER the ice packs, I threw them out only to find them days later when we broke down the box for recycling. 
Anyways- lots of food, cost was good, quality meats, but they need different recipes & better packaging. 👌","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh-csBE0gZc63gCoAEC"
"Mike Maier",5/10/2017 12:41:26 PM,"none","I have always been curious about these food services, since I have heard so much about them. Thanks for the hands on video of them.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh-wG6pU-B7GngCoAEC"
"bmworld",5/8/2017 8:36:38 AM,"none","will 40 hours of work pay for these meal boxes🤔... just saying... 🤔","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh5Y2JKh4Xf83gCoAEC"
"coolstay85",5/8/2017 8:32:46 AM,"none","I spent $100 on a local Asian grocery store with shrimps, squids, fish, meat, vegetables, fruits, snacks and it last for a week for 2 people.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg_EceQ4JUBOXgCoAEC"
"Jonathan Hidalgo",5/8/2017 5:01:26 AM,"none","I like this guy","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjkwRM-ipCQ5XgCoAEC"
"Eileen Terschluse",5/7/2017 3:42:22 PM,"none","I know you guys did this back in Feb, but I was wondering if anyone could suggest a meal subscription service good for ""singles""? Thinking college students. I've found about 17 companies (that is going to be a lot to research as far as reviews go) and thought this community would be a great place to start with suggestions. Also, should there be concern for food being stolen off the doorstep of an apartment, or how do people go about secure deliveries in case they are not available to sign for a package in person?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg6j0svoTb9hXgCoAEC"
"Suzan1200",5/5/2017 3:57:34 AM,"none","this definitely helped me decide if I should start on one of these food service in a box subscriptions. thanks!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiZLu1cFeMWEngCoAEC"
"Byron Tyner",5/4/2017 11:58:49 PM,"none","Thank you! You answered my questions with no BS, very professional. I will defiantly be watching more of your videos!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggyrUrVGytkbngCoAEC"
"aidou97",5/4/2017 8:08:43 PM,"none","Glad I have Hello Fresh!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugj64N6RlSTBVngCoAEC"
"sirous21",5/3/2017 7:15:20 PM,"none","Cool","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghgJ1Li_r-S2ngCoAEC"
"Lisset Sanchez",5/3/2017 7:15:19 PM,"none","Great review! I started laughing when the lady held the cheddar cheese and made the comment! Priceless. I guess HelloFresh is where we are going to put our money.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghW9IRR0ig8E3gCoAEC"
"Edgar Larios",5/2/2017 3:37:28 PM,"none","What is the point in having food mailed to you if it doesn't already come prepped? Might as well eat out for that price!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggAj312c76EYngCoAEC"
"Kathleen Drumm",4/28/2017 8:57:26 PM,"none","I have home chef.. I wonder how this matches up to these","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgivGk1TYNXgtHgCoAEC"
"FunToy Tyler",4/28/2017 7:56:13 AM,"none","lol","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugjd_oIETYt6hXgCoAEC"
"Asia _ Gaming",4/25/2017 6:36:33 AM,"none","What hello fresh plan did he get, the classic or family?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg7vuM0bJIUKngCoAEC"
"Dreth",4/25/2017 12:45:04 AM,"none","wow, hadn't seen your channel, awesome content, great explanations. subbed!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghZ5yTdUQJzEXgCoAEC"
"coolowlbro",4/23/2017 10:41:50 PM,"none","Man, both those look really easy. ...why am I still eating junk","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugih08VkTNxUtngCoAEC"
"Zirconi",4/19/2017 1:41:56 PM,"none","I just don't see a reason why someone would order these meal prep boxes when you can get a ton of food with the same price!! Even getting grocerys delivered to your door is much cheaper than this service. And internet is full of easy and free recipes you can use! If someone uses these I would be interested to hear why!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjVWbiBNVA_rngCoAEC"
"lovely haerts",4/19/2017 6:13:04 AM,"none","I was not expecting that outcome.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggCg6WjK4LgQXgCoAEC"
"Qk9CWU5ib3x",4/18/2017 12:33:32 PM,"none","The amount of garbage you create per meal is astonishing with either subscription service.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugji48NBSJtpQ3gCoAEC"
"Williams daily vlogs",4/17/2017 7:29:50 PM,"none","I want to win!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiGU5OmZin61XgCoAEC"
"rottygirl2003",4/17/2017 6:17:49 PM,"none","My problem is that I'm cooking for 2...sort of. My 9yr son is extremely picky when it comes to meals. He is autistic...so once he finds a meal/food he likes..that's all he wants for weeks at a time. I end up cooking daily just for me. **before you screamers start complaining that I don't cook for my child..i do. In big batches-I sneak veggies into the food he is locked on-freeze in small personal portions for him to reheat.** I haven't found any of these food boxes that would be worth getting at all just for one person.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjZCOvGY2KxvXgCoAEC"
"Sofia Garcia",4/17/2017 4:49:35 PM,"none","what a great video!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggiFb-mNv9pUngCoAEC"
"lawnside82",4/17/2017 12:28:33 AM,"none","well looks like hello friesh for the win!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiAHORlM_DDGXgCoAEC"
"James Kim",4/14/2017 6:20:29 AM,"none","This guy got a big head","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiNx2nIGwVpIngCoAEC"
"Bella Boo's Lunches",4/12/2017 1:47:36 PM,"none","I have always wondered about these 2 services! Thanks for doing this video! super helpful! 💕💕","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ughdtbs39L-FZngCoAEC"
"Rachel Hudson",4/12/2017 2:06:32 AM,"none","Those teeth are so white.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg2w9bsGtiHbHgCoAEC"
"KingUfa206",4/11/2017 10:18:41 AM,"none","nice","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg0QkAltOsgdngCoAEC"
"Alan Kluttz",4/9/2017 10:41:52 AM,"none","I feel nearly the opposite on your reviews. I don't mind loose items in the box (with Blue Apron) because one point is less waste. Blue apron has less (packaging) waste and who has room for those huge (Hello Fresh) boxes in the fridge? My fridge is nearly full already, and Hello Kitty takes up an entire shelf by itself when you leave everything in their packages. Food portions? STARVING? REALLY? LMAO... I don't want extra food to put away for leftovers later.  Hello Kitty is much more basic and less challenging. Blue Apron stretched me and taught me more about flavors and actual cooking processes. PLUS Blue Apron is $10 less than Hello Fresh.  (to me, a single man that gets the 2 person package,  already have twice the portions I need, so I am getting 6 meals from the 2 people [x3] kit). I used to over eat. The BA portions are perfect for me and I'm still full. BTW, I am 6'4"" 260 and it's more than enough food to eat. I have yet to eat a serving and feel hungry or starving. LMAO. 
I found BA to be top quality, delicious and more of a challenge to cook, and found HK as basic less challenging and simpler recipes. So if you want to pay MORE and have simpler food recipes with less of a cooking challenge, by all means, pay more for less. If you enjoy high quality, near gourmet recipes, less waste, for less cost, try Blue Apron. 
*ALSO- Blue Apron delivers the package to my door without a signature by UPS. I've never had a problem with a delivery. Hello Fresh requires a signature and it was some random guy (not uniformed, not professional looking) in a white van (YIKES), and luckily I just so happened to be home when he came. I don't know what they would do with my package if I wasn't there when they came, but he was a bit creepy.
Let me define ""challenging"" = I don't mean it's hard or difficult, just more involved, more detailed and BA challenged me to prepare, organize and pay closer attention.  I could cook HK without their recipes or their ingredients without a lot of thought, and I've cooked nearly the same things before from the HK choices, so there was no excitement or anticipation. I would have never tried the Blue Apron recipes without this service and recipes cards. I am more satisfied cooking a gourmet meal and having it turn out near perfect to my tastes and my budget, plus I am challenged. 
My end result is; Blue Apron is the better choice for me.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugg6_-GZdWU2engCoAEC"
"Cliff Vegas",4/9/2017 3:33:40 AM,"none","Thanks. Tried out both and came away with the same conclusion: Blue Apron - meh. Hello Fresh - yeah, okay. None of these ""box food"" services is a deal. You definitely spend a boatload more cash on the food (all in packaging). Thanks again.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiFLnyhHgaY0ngCoAEC"
"Michelle Voshell",4/8/2017 11:11:05 PM,"none","I agree, I am to frugal for these designer companies.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UggqAc_VIaJBZngCoAEC"
"Elaine Marie",4/8/2017 12:38:20 PM,"none","Wonderful to see these comparisons!
I've just found your channel; where have you been all of my life?
LOL","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgjGamXK33dx0XgCoAEC"
"Worlds of Wood",4/7/2017 11:28:37 PM,"none","Lawl I got blue apron and ate both portions and was still hungry.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh-PMbKJMZ36XgCoAEC"
"peace2014",4/7/2017 8:34:09 PM,"none","Pretty good video. I'm trying blue apron for a week. I'm not a huge eater so it may work out and am trying to vary my diet. I'm lazy when it comes to cooking and my diet has gotten very boring. And I have  developed  some food allergies. Thanks for the review.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Uggbj6u-ZjxMZngCoAEC"
"Nuclear_King",4/7/2017 3:39:04 PM,"none","You should try out peachdish","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgiKD1NwPM4mYHgCoAEC"
"mamarozance",4/6/2017 11:58:28 PM,"none","I love Hello Fresh and I definitely prefer it over Blue Apron.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugi0h-jXSmJasHgCoAEC"
"Marlan Thews",4/6/2017 1:43:36 AM,"none","Jesus, during your one on one chat, you give no reference to what you are referring too. which one gave you left overs, apron or fresh? Which gave only 2 olives?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh_G1FawzOHNngCoAEC"
"LIL Scungi",4/5/2017 10:49:09 PM,"none","awesome!!!  hello fresh it is","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugi_eC_pBWmd5ngCoAEC"
"Maria Bardo",4/4/2017 6:41:12 PM,"none","I am a very old fashioned cook.  I go straight to the farmer's market.  No brands, no pre-packaged, just straight up good.  Lack of time is an excuse.  Poor time management is the real reason.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugiksv23m44tpXgCoAEC"
"Erol Bal",4/4/2017 2:38:13 AM,"none","Great video, however I have to disagree. I tried Hello Fresh for 2 weeks and the portions were ridiculously small. I switched back to Blue Apron and we've been happy. I agree that 150 dollars one can go Wild at a grocery store but I love the creativity and trying new meals every day.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghoEtJswYmAJ3gCoAEC"
"Claudia Roca",4/4/2017 12:06:03 AM,"none","I loved the comparison! I just signed up for hello fresh so fingers crossed I get good food and save money","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Uggjv_0m8pQbgngCoAEC"
"Ashley Burgan",4/1/2017 11:26:26 PM,"none","Looks yummy!  Thanks for the video! :)","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UghNzG5zRqX2gHgCoAEC"
"Verlepte Henk",3/30/2017 11:39:59 PM,"none","I'm so happy I found this channel!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgidWvBhY3fxC3gCoAEC"
"blackunis40",3/29/2017 8:22:11 PM,"none","great review Matt!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugh-xz6_GHd0_3gCoAEC"
"Spazzmodis",3/27/2017 12:51:46 PM,"none","Very informational, but he reminds me of the penguin from Gotham. Way to enthusiastic, had a hard time figuring out whether I was on a game show and I had just won a bunch of money, or if I was slowly going insane.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyzPaMprauQsjx6rx94AaABAg"
"Vanessa Carire",3/27/2017 12:16:02 AM,"none","I love the headshot picture hair!😄Thanks for such an honest review.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxX0lv494Q5BurkGKh4AaABAg"
"Trainwreck1006",3/26/2017 9:32:03 PM,"none","Yummy!   Your the 💣!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyzUdKeW50IEVhqkdl4AaABAg"
"smeerone",3/25/2017 7:00:32 PM,"none","I like your approach to sales, very tactful.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzQ37-BgRNSUL3kYJV4AaABAg"
"vodkaandwater",3/24/2017 4:48:52 PM,"none","Great review.  my wife and I were just discussing giving one of these subscription services a try.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyPkmi-5w6FdZ78a4t4AaABAg"
"Andrea Elliott",3/24/2017 6:16:41 AM,"none","For those of you wanting to try Hello Fresh, go to an app called Groupon.  They offer many deal prices on large diversity of items at discounted prices. No charge gfor the app or any hidden fees. Groupon offers discounted deals from both Hello-Fresh and Blue Apron. This will give you a chance to try them out without feeling like it's to much $ to gamble. Hello-Fresh has been an amazing service thus far. Ibhave had over 6 deliveries and all recipes have been delicious!  Here I come, Blue Apron....!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzZkNTlStRj1n1Rubp4AaABAg"
"Andrea Elliott",3/24/2017 6:09:51 AM,"none","hi, 
i too have subscribed to hello fresh. while most of my experience was good I ran into a few problems with delivery.  I recently purchased a few boxes from Groupon for approximately half price to Blue Apron. I am about to start them to use up my discounted vouchers. I'll let you know how I make out!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx6GOWZ69ZQQyuaq014AaABAg"
