"Username","Date","Rating","Comment","Link"
"L S",5/30/2018 2:46:04 AM,"none","Assalamu Alaykum from U.S; 
May Allah grant him jannah tul firdaus .. he is one of the dearest. 
Love you for the sake of Allah .. you'll be miss","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzOJmqpgTPpWkn-e494AaABAg"
"Jamila Elkadmiri",5/30/2018 2:44:00 AM,"none","الله رحوم may Allah swt grand him jannah al firdous ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwLfWTjUZsmn8tdoWp4AaABAg"
"Sohni B",5/30/2018 2:43:13 AM,"none","SubhanAllah! Allah took back brother Ali Banat during the beautiful and merciful month of Ramadan when the doors of Jannah are open and doors of Jahannum are closed!  MAY Allah grant him a peaceful Aakhirah and grant him the highest ranks of Jannah for all the pain and suffering he went through and grant him great ajjar for all the good charity work he did- May Allah accept it from him Ameen sum Ameen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxaRjW-c-TvqFXB1Ud4AaABAg"
"Ruqiya Abdi",5/30/2018 2:43:00 AM,"none","I love
You Ali","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzUl8dgoFRjCgtbML54AaABAg"
"ISLAMIC Productions HD",5/30/2018 2:41:40 AM,"none","I hope Allah gives all of you Hadithists cancer and more oppression throughout the world. amen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx2F8OJNruUvH6C4BB4AaABAg"
"ISLAMIC Productions HD",5/30/2018 2:40:51 AM,"none","Kafir Hadithists. may Allah continue humiliating and oppressing you kafirs all around the world. Amen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzHmb-IqttqKc9PVtN4AaABAg"
"SIMBA",5/30/2018 2:35:27 AM,"none","I think brother Ali will cry for us, when he see what we all want to see. He will cry for us when he feals the peace we all seeking to feal. We just lost a body. But his soul is free, allive and pure. My brother Ali may Allah reward you with jenna firdaus. We love you for the sake of Allah swt. We keep praying for you. But we need it more. You are in a better place insha'Allah.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzmPrqcxQc1juWh0xZ4AaABAg"
"Najax Maxamuud",5/30/2018 2:31:16 AM,"none","Allayaraxma alibanat allow unaxariiso😭😭","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzEqLQ0XSQ7b8x-KsV4AaABAg"
"Abdalla Hassan",5/30/2018 2:30:32 AM,"none","رحمه الله رحمة واسعة واسكنه فسيح جناته 
اللهم آمين  😥😥😥","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxqgYuwu6p1UTg1nWF4AaABAg"
"Kam J",5/30/2018 2:26:53 AM,"none","What a beautiful soul passed away in ramadhan gates of heaven are open","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyUguroxX-tPVOy__J4AaABAg"
"Maryam's",5/30/2018 2:22:25 AM,"none","May Allah accept his good deeds and accept everyone's duas for him","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugyjo9LNa2xtvQF7rzl4AaABAg"
"Khaja Sheraz",5/30/2018 2:02:59 AM,"none","May Allah grant him better than he deserves. Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyUpLgBFfdIEe5yCGN4AaABAg"
"Sulul Maal",5/30/2018 1:48:13 AM,"none","Wllahi he have strong faithful...
He know he will get deid and he is still smilling...ALLAHU AKNAR","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwVz57ZFCsqeqBYAkx4AaABAg"
"Rahma sheikh",5/30/2018 1:43:58 AM,"none","Ali was one of the most inspirational people of our time. So selfless and sincere despite his struggle and pain. Rest In Enteral peace my brother. May Allah grant him the highest level of Jannah *Ameen*","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzA2eRD1kgVr-qQc-d4AaABAg"
"Iqbal Ahmed",5/30/2018 1:35:05 AM,"none","Inna lillahi Wa inna illayhi rajiun","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyfWc9WaEOZk2xqUqt4AaABAg"
"najma adam Najma",5/30/2018 1:34:15 AM,"none","First place he should have gone to India there is 100 percent treatment for cancer my brothers mashallah are operated and cured thanks to Allah say.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgykgvPy0Kv-JA0heah4AaABAg"
"Rilwan Farook",5/30/2018 1:20:17 AM,"none","Inna lilahi whainna ilaye he rajuhoon","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxzUM0sVXII4_NUU0t4AaABAg"
"Virtual insider",5/30/2018 1:19:23 AM,"none","May Allah give  him a place in jannah","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwadT8hl1A6DYX3TC14AaABAg"
"Bash786 Ali",5/30/2018 1:07:54 AM,"none","Ameen to everyone's dua. May he be in the highest ranks of Jannah.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzU99XxYbWAqEuHf994AaABAg"
"Nida Nafisah Naqvi",5/30/2018 12:59:41 AM,"none","Wishing brother Ali a peaceful transition to the world of the hereafter.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxL1pApuKaETZ8cOCp4AaABAg"
"Narjis Mohamed",5/30/2018 12:54:38 AM,"none","May Allah forgive him","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxWC4DjWxcH9_k2Kw14AaABAg"
"Armaan Bokhari",5/30/2018 12:51:51 AM,"none","RIP 😪😪😪😥😥😭😭","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxZUE0fncaHS530gtN4AaABAg"
"Khaled Bettrka",5/30/2018 12:48:14 AM,"none","My Allah grent you janat inshallah","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyBU1hiD9u2VmktRkF4AaABAg"
"ABDILAHI adam",5/30/2018 12:47:20 AM,"none","Ok may Allah give him paradise inshallah. But suppose he didn't have cancer or dying will he give anything away let this be example to people and to myself","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxRM10HMFH9i_2bHx94AaABAg"
"kevin m",5/30/2018 12:39:18 AM,"none","Jesus the way the truth and the life. Have mercy for they know not what they do. Amen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzuymsaImVCG4Y2Omx4AaABAg"
"Gulbahar Khan",5/30/2018 12:35:06 AM,"none","My Allah bless all muslim’s.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyorcRyuzT3PH-sXxJ4AaABAg"
"imak",5/30/2018 12:34:57 AM,"none","ASSALAAMU ALAIKUM WARAHMATHULLAHI WABAARAK...
Innaaa Lillahi wa innaa ilayhi Raajiuuon!
May Allah grant him jannah tul firdaus...........
 can you help me, someone ?
i need the kaseeda for in the video playing of the end
Jazakkallah hairen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwZTGrUu39Qybu2cRl4AaABAg"
"M E",5/30/2018 12:33:21 AM,"none","انا لله و انا اليه راجعون","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxK-dosfx4R1Z_8gfF4AaABAg"
"Moshira Elfay",5/30/2018 12:32:13 AM,"none","Anna lilah wa ena elayhi rajeoon","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugzb_ph9JivIPIbAnf94AaABAg"
"Salma Hamid",5/30/2018 12:24:55 AM,"none","Allah give brother Ali janat he was a very nice kind helpful gentleman rest in peace 🙏🙏","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyoEimY50oXzc2Btdd4AaABAg"
"Mohammed Irshadh",5/30/2018 12:22:57 AM,"none","He has realized this world is nothing. We leave this world along with good deeds alone. May ALLAH SWT grant him JANNAH.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwaoePf4ik9E9V4XYd4AaABAg"
"Uzma Siddique",5/30/2018 12:21:14 AM,"none","Amen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwDdkp1GKaMlktLMH54AaABAg"
"Khuram Shehzad Khan",5/30/2018 12:18:25 AM,"none","Allah Bless him Muslims Ummah of Rasul ul Allah SAWS remember us all in the prayers for all issues problems.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugxez8Zg7utbil8dqhZ4AaABAg"
"Tarun Kumar",5/30/2018 12:18:14 AM,"none","Brother you remind me, I have go to meet my creator. May Allah subhanwatala give you jannah Ameen ya rabul aleemin","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugytce0wJgYUe4IjK3V4AaABAg"
"HajiJesus",5/30/2018 12:11:00 AM,"none","Jannah by the will of God. God has invited him back the best of days, the Blessed Month of Ramadan.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwcf31KohUAM8v4-xZ4AaABAg"
"Fifa قلبي",5/30/2018 12:07:52 AM,"none","Rabi haku naxristo 😢😢😢😢😢","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyL2BPJ3e2jTII4phN4AaABAg"
"Faridha Udhumalai",5/30/2018 12:07:02 AM,"none","i cant hold my eyes with tears😂😭😭😌😌","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyaoFuxSiy63j_Lafd4AaABAg"
"Nazia Siddiquei",5/29/2018 11:56:53 PM,"none","Such lies for what ? Asking for donations for a good cause is different but faking an illness to ask for donations is miserable","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwl9Dzl3691hgqz22V4AaABAg"
"I'm Me",5/29/2018 11:42:36 PM,"none","Walahi i can't hold my tears 😢😢😭😭😭 so sad","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzVXRYZmw55AoF-49l4AaABAg"
"Muhammad Sohaib",5/29/2018 11:41:16 PM,"none","YA ALLAH forgive our brother ali and grant him maghfirah for what he has done for muslims around him and the humanity around the globe. Innaaa Lillahi wa innaa ilayhi Raajiuuon.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz_jd7XJn347erqq2t4AaABAg"
"Rifan Riskan",5/29/2018 11:39:57 PM,"none","innalillahi vainna ilaihi raajoon","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwtjHyj7pD7ZVt0-794AaABAg"
"يوسف عامر",5/29/2018 11:38:20 PM,"none","رحمه الله رحمة واسعة وأسكنه فسيح جنانه، البقاء لله.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyF6qZjFTCaOObyDit4AaABAg"
"Narrowcarnivore",5/29/2018 11:37:46 PM,"none","R.I.P Ali thank you for all your work","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwk_ntHx-74tw0Cu9d4AaABAg"
"Zee Hockey",5/29/2018 11:36:45 PM,"none","Beautiful story of the brother.  Note to the video editors: the background music is not required and is quite distracting. It also poor vocals.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx9SIuOTXeR2b_q6Y54AaABAg"
"Ahmad Alnajjar",5/29/2018 11:35:11 PM,"none","تقبل التعازي غدا بعد صلاه المغرب في منزل والد زوجه علي بنات ... المهندس ابو احمد النجار
الكائن في المملكه الاردنيه الهاشميه (الاردن) عمان_ ماركا الجنوبيه_نادي السباق 
انا لله وانا اليه راجعون","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzyUQ3YmF8xjw8Xsw94AaABAg"
"United One Ummah",5/29/2018 11:31:11 PM,"none","May Allah forgive him and grant him highest paradise. 
One day, everything will come to an end. And you will taste every fruit of your deeds.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwu4YUG3kYnx6TPZVd4AaABAg"
"Hassnan Malik",5/29/2018 11:27:01 PM,"none","May allah grant you Jannah my brother","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzudPTecIoZ9c0hiUp4AaABAg"
"Ayyaz Raja",5/29/2018 11:22:42 PM,"none","Inna Lilahi Wa Inna ilayhi Rajioon","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxHaEKBfwgwoNtcnXx4AaABAg"
"Ranni khan",5/29/2018 11:19:12 PM,"none","MAY ALLAH SWT GRANT HIM THE HIGHEST RANK IN JANNAT AMEEN","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyLm_J2D3VJsqRjArJ4AaABAg"
"Asha Abukar",5/29/2018 11:15:45 PM,"none","Ali we love you May Allah grand janna amiin","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgykTUtUe5H_qI4JQHR4AaABAg"
"Princess Angel",5/29/2018 11:13:24 PM,"none","Inspirational","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyktLGkc2YgnxE2WjF4AaABAg"
"Altamoda Hussein",5/29/2018 11:08:17 PM,"none","Allaah Yarxam","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzpXBLtDTsbQVnTusZ4AaABAg"
"Lyricss Nation",5/29/2018 11:05:54 PM,"none","Inshallah we all get Jannah Al-Firdous","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugyiz0Outs2jytVx-Vd4AaABAg"
"Dr Junior",5/29/2018 10:51:32 PM,"none","To Allah we belong to Allah we have to go Rest in peace dear bro..😢😢😢😢😢😢😢","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyZzojBtvKCKmdpIQB4AaABAg"
"Syed Umar",5/29/2018 10:40:04 PM,"none","This is heartbreaking. May Allah grant him Jannah. Our prayers are with you.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxhpoXhRSQJ4OKSnXV4AaABAg"
"Sha kamaly",5/29/2018 10:21:04 PM,"none","May Allah grant you the highest heaven brother for all your good deeds. Ameen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxJ_LaZq447Uel0FeB4AaABAg"
"Kaoutar El Massaoudi",5/29/2018 10:18:25 PM,"none","May Allah forgive him all his sins and let him into Jannah. Allahumma Amin. 🤲🏼🤲🏼","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzekcMy8uJ1iD1I7x14AaABAg"
"Afroja Khanom",5/29/2018 10:15:51 PM,"none","Inna lillahi wa inna ilaihi rajiun","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzpdkuZK2yFTU1gBM14AaABAg"
"We wyoming",5/29/2018 10:13:22 PM,"none","Please pray for brother Ali Banat,May Allah Grant Him The Highest Rank In Paradise.....Ameeeeen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzVXQrlI1-UveOqwut4AaABAg"
"captured momentzz",5/29/2018 10:10:19 PM,"none","Walahi this dunya is such a deception and depressing place to live in ,  and as we get close to the final hour, the world becomes worst and worst. May Allah grant this brother Jannathul firdous along with us ameen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyiNVDmoZxvdMjFJx14AaABAg"
"Mahmoud Burhan",5/29/2018 10:08:34 PM,"none","Inna lillah wa inna ilayhi rajiun.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwpIkLUa3hJTJkSBCd4AaABAg"
"Mc Fly",5/29/2018 9:56:39 PM,"none","I just deeped it. The doctor gave Ali Banat 7 months to live. Allah gave Ali Banat 3 years to live and at the same time took him away on the blessed month of Ramadan whilst the gates of jahannam is closed subhanallah. I got goose bumps 😭","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugzxu1TSFWW7coz7Pe14AaABAg"
"miss_f",5/29/2018 9:56:26 PM,"none","R.I.P MAY ALLAH GRANT A SPACE IN JAANAT AND MY DUA R WITH U AND YOUR FAMILY AMEEN X","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugy4VUBCXGEgTR37HHt4AaABAg"
"JiMzO",5/29/2018 9:54:00 PM,"none","May Allah Grant Brother Ali The Highest Stages Of Jannah - Al-Firdous.
Ameen 💙 Go Look at His Instagram Page @Matw_project (The official one with many followers) and donate to keep the rewards going on with him In his Qabr Insha Allah ❤","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzbKG1NhFDIKd-h7iJ4AaABAg"
"princess oxoo",5/29/2018 9:47:08 PM,"none","These are special people chosen by ALLAH. My heart is in pain 😭😭😭😭😭😭😭😭😢😢😢😢 Ali...  may you get what you desired. Miss and love you alot brother","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzszgzOOH-5sLlicAl4AaABAg"
"Tel Music",5/29/2018 9:42:21 PM,"none","May Allah bless and forgive your sins and you may get jannatul firdos amin .summa amin my brother in Islam.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzhRV4JFWl3G1l9qQ94AaABAg"
"Mudasir Maqbool",5/29/2018 9:41:08 PM,"none","May Allah grant u highest place in Jannah brother Ali banat....","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwaYRhlsejc3wO88rt4AaABAg"
"Nor Zanariah Zainol Abidin",5/29/2018 9:37:45 PM,"none","AllahuAkbar! He’s in a better place now.. Aamiin","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxwuXrh4xcCTw3hnOV4AaABAg"
"Mumin R",5/29/2018 9:34:58 PM,"none","May Allah grant him Jannatul firdaus","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugzi9MaYzT1Ryue9Bit4AaABAg"
"Faile Hassani",5/29/2018 9:34:24 PM,"none","Laa ilaha Illa Allah. Yaa akhy fillah may ur grave b among the garden of paradise. N may u b granted firdousul a'ala ameen. Allahu akbar.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx0UnYgisIPwi3-zK14AaABAg"
"Zernab NOOR",5/29/2018 9:27:57 PM,"none","You are a lier and missguiding people. This video was long time ago. I hate you","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz2RI1hs7ny8mWin6h4AaABAg"
"Praveen adam 1289",5/29/2018 9:27:31 PM,"none","May Allah give him Paradise Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzfJjePzE7c8OumaOh4AaABAg"
"gaming4u 123",5/29/2018 9:18:22 PM,"none","The people who disliked this video i won't know what kind of sick mind they have","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxCfXJcADVyIo3aFuB4AaABAg"
"shadesvlawgs#",5/29/2018 9:09:55 PM,"none","May Allah grant him jannat and forgive all his sins ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyUyBEDpd_d-BBtyYB4AaABAg"
"Mtu Binadamu",5/29/2018 9:08:11 PM,"none","والله لم أستطع أن أمسك نفسي عن البكاء لما شاهدت هذا المقطع خاصة حينما أتذكر ذنوبي وقلة حسناتي نسأل الله أن يغفر لأخينا Ali banat و يرحمه هو وجميع موتى المسلمين وأن يرزقنا حسن الخاتمة والله ما هذه الحياة الدنيا إلا حياة مؤقة وإنما حياة دائمة هي حياة الآخرة فسأرعوا إلى مغرة الله وجنته بآيات الإخوة الكرام","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxPveP5gs4H13kWBKh4AaABAg"
"Saddam Hussein",5/29/2018 9:02:11 PM,"none","God takes back his most precious ones earlier","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxdQHbfIvP-MCiN39R4AaABAg"
"Saddam Hussein",5/29/2018 9:01:26 PM,"none","11 zionists and 3 Burmese baby killers disliked","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz0xErtKaaSVndGPIV4AaABAg"
"Madina Abdullah",5/29/2018 9:00:54 PM,"none","may ALLAH SWT cure you my brother in Islam and reward you Jannat ul Ferdaus and your family and friends, amen ya Rabelhalamin","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugxm76xGHQA3Zrl2XPl4AaABAg"
"Rebecca Muslima1987",5/29/2018 8:59:16 PM,"none","R.i.p Ali 
It is true we all came in world with nothing and leave world the same. May Allah give you paradise brother.....","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzCtgOYKVaOUUYNQBZ4AaABAg"
"Aliya Khan",5/29/2018 8:53:26 PM,"none","😭🙏❤","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugy2D3tofaO6jaXgv9l4AaABAg"
"Muhammad Ali",5/29/2018 8:47:22 PM,"none","May Allah SWT bless him with His forgiveness and rehma.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxPh6fDdujxtVFXyEJ4AaABAg"
"Umar Selami",5/29/2018 8:42:16 PM,"none","May Allah bring him close to Himself and His Rasool","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxDQklMG-mt8jT_k-N4AaABAg"
"boss life",5/29/2018 8:26:54 PM,"none","الله يرحم  و يغفر له ان شاهالله🙏🏽 

May Allah bless him and his family through this difficult time
I remember watching his videos last year and getting emotional of how quickly he changed his life around. He was really an inspiration for society in this dunya. Al hamdillah that i got the chance to watch his videos. Wallah This is sad to hear this... but we are all going back to the creator(الله).","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwBfVQQwt_4hB-X3K94AaABAg"
"Cumar Isse",5/29/2018 8:25:00 PM,"none","May Allah swt have mercy on my brother. And take him to the highest paradise Amin.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwNeWvT_xXhGEWrQoN4AaABAg"
"DRAGO1DON",5/29/2018 8:18:19 PM,"none","Ameen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxTDWFwfVKzL9uN1tJ4AaABAg"
"mariaanna baro",5/29/2018 8:17:24 PM,"none","Rest in peace and all departed souls","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwXXVj1aSsadrqc79N4AaABAg"
"Farida Tamam",5/29/2018 8:10:37 PM,"none","l fell soo sade I'm ferom Ethopa l cenoti stop cerahing","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzIBK17L_KU6B3Jywh4AaABAg"
"Sunset Time",5/29/2018 8:09:50 PM,"none","الله يشفيه","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugw0HFE1H-4b_dbZ98x4AaABAg"
"Farida Tamam",5/29/2018 8:08:54 PM,"none","inanilahi wanani hirajuhun my Allaha keretem in janatuli furedosi","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx8EOGxW9HBpgvWa-B4AaABAg"
"Ayaz China",5/29/2018 8:05:42 PM,"none","Dont worry ali banat. I have been fasting all day. I will pray for you and make dua for you. Allah grants you jannatul firdos and saves you from the punishment of the grave 😓😔","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz8IALgmLSUoNMOyDl4AaABAg"
"milk_coookies milk_coookies",5/29/2018 7:59:05 PM,"none","Subhanallah..he died in ramadan may 28 2018 may Allah grant him the highest level  of paradise","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx4JUuGVyIn62h8i1B4AaABAg"
"SafiaVlogz!",5/29/2018 7:52:23 PM,"none","He was the biggest inspiration to me 😞","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwdxx4wnfD_S0NcEXt4AaABAg"
"SafiaVlogz!",5/29/2018 7:52:11 PM,"none","Whoever disliked this video has no heart I swear down!!! 😡 but InshaAllah Ameen, Ali gets the highest rank in Jannah!! 😭❤️","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzLhjfM9p3yw9nN2fx4AaABAg"
"Adi Bill",5/29/2018 7:39:40 PM,"none","Brother Ali, it's good to hear that you are preparing for the akirah,which makes you  more blessed than most of us are.
Please make dua for me","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugy2AjVJ6AXjkeGkv2V4AaABAg"
"Khan Khalid Hassan",5/29/2018 7:31:21 PM,"none","Allah subhana wa tawala did not take him  that day. Allah took him in the month of Ramadan. May Allah grant you Jannah my brother.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyITpezcsLVdb0u0x54AaABAg"
"muhyadiin mohamed",5/29/2018 7:20:47 PM,"none","Every soul shall test death. My ALLAH swt grant him Jannah Alfirdowsah Ameen,,,","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxoS3g1bKbsAkCQWz94AaABAg"
"Schönnheit Königin",5/29/2018 7:17:06 PM,"none","Inshallah im Paradies Inna lillahi wa inna ilaihi rajiuun!","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgySdp4R2y5ilEeZtft4AaABAg"
"Dosar Easa",5/29/2018 7:13:50 PM,"none","Salaam 
Iam  from Iraq but I live in England
 I have felt  really  sad to hear that from my sons may allah grant him janna and inshalah I will read some of quran's Surahs  and gift it to him let's do it that for him it's good for us and for him . Rest in peace 😌😌😌","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugyjm0rxpOZq_7p0He14AaABAg"
"Libaah Abdi",5/29/2018 7:08:04 PM,"none","Allah yarhamak","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxEIWs3emLrPxBw28R4AaABAg"
"Mandeeq Ahmed",5/29/2018 7:04:55 PM,"none","Allah yaa raxma fly in heaven inshallah 😭😭😭😭😭","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugxa5Ykp-tAtYdrOx_h4AaABAg"
"TruthForHumanity",5/29/2018 6:54:34 PM,"none","Please help this mother -https://youtu.be/aLBjzzMIZyk","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugzpb9LBDzLRJ2MD4Yl4AaABAg"
"A Believer",5/29/2018 6:48:03 PM,"none","May Allah grant him forgiveness and Jannatul Firdows","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwMX9i6R0eCMJAPOKp4AaABAg"
"Mo Sam",5/29/2018 6:46:59 PM,"none","Cancer brought him near to Allah! May Allah swt forgive him his past and grant him the highest position in jannah! Allahuma Amin","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyysKsRDd-QbwXhRKp4AaABAg"
"mamta mohamed",5/29/2018 6:40:26 PM,"none","allh yarhamak my brother","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyiMLiKckfcfLN7DAN4AaABAg"
"Moses Poses",5/29/2018 6:38:19 PM,"none","May Allah grant him jannah his story has touched so many people around the world including my self & what I've lernt in life is dat nothing is Guaranteed but Death & will all get to taste of it....even crossing the Road can be a gamble you just dont know if you will make it to the other side......","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzTHqG6dvv3ciwJqa14AaABAg"
"Shagistha Afreen",5/29/2018 6:37:59 PM,"none","May ALLAH grant you highest rank of jannat ameen summa ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwE3ZNh15qXHObk_NJ4AaABAg"
"abdi qadir",5/29/2018 6:36:44 PM,"none","inna lillahi wa inna ilayhi rajiuun","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxNfNiNcrFN9hFc8KR4AaABAg"
"Salima Mohammad",5/29/2018 6:34:56 PM,"none","Inna lillahi Wa Inna lilleh waraj'un.. 
May Allah grant u jannah firidous 🙏🙏🙏🙏","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyRFhZAMb16bP32nPN4AaABAg"
"شيخ مختار السلفي الأثري",5/29/2018 6:28:17 PM,"none","اللهم اغفر ا
له ورحمه اللهم أدخله جنه","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyY7Pi92zJ_zM7xHMF4AaABAg"
"Stress free Stress free",5/29/2018 6:25:15 PM,"none","May Allah grant him jannah Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx4RDAiBKGoHVaknAx4AaABAg"
"Binti Sharif",5/29/2018 6:24:54 PM,"none","May Allah grant him the highest rank of Jannatul Firdows.i never met him or even talk to him but I'm still crying for him i just can't stop!","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxcCgvG8GPwU0pM0pR4AaABAg"
"Ron Gill",5/29/2018 6:20:35 PM,"none","May Allah bless his soul in jannat","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx68sj9pPwZ6uv8yZR4AaABAg"
"Рауана Ермек",5/29/2018 6:19:32 PM,"none","💔💔💔😔","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwwvxcHFWoIh79Nt7V4AaABAg"
